age,income,purchase_amount,monthly_visits,satisfaction_score,gender,product_type,purchased
38.0,99714.0,339.0,6.0,9.0,Male,Electronics,1.0
47.0,70428.0,272.0,9.0,6.0,Male,Electronics,1.0
50.0,20302.0,170.0,7.0,9.0,Female,Clothing,0.0
45.0,20055.0,160.0,9.0,5.0,Female,Clothing,0.0
64.0,,94.0,18.0,2.0,Male,Books,
,48699.0,156.0,12.0,8.0,Male,Clothing,1.0
22.0,93686.0,121.0,8.0,5.0,Female,Clothing,1.0
77.0,87661.0,390.0,8.0,2.0,Male,Electronics,1.0
78.0,64247.0,412.0,18.0,,Female,Electronics,1.0
65.0,36748.0,45.0,15.0,9.0,Female,Electronics,1.0
36.0,24621.0,,7.0,4.0,Male,Electronics,1.0
21.0,35034.0,197.0,11.0,4.0,Male,,1.0
52.0,25126.0,91.0,16.0,2.0,Male,Electronics,0.0
66.0,25122.0,11.0,4.0,6.0,Male,Electronics,1.0
34.0,38030.0,,6.0,2.0,Female,Books,1.0
61.0,75658.0,312.0,3.0,7.0,Female,Books,1.0
45.0,58638.0,206.0,9.0,3.0,Female,Books,1.0
47.0,87067.0,413.0,10.0,3.0,Male,Books,1.0
46.0,54674.0,20.0,14.0,5.0,Female,Electronics,1.0
63.0,55854.0,243.0,11.0,3.0,Male,Books,0.0
70.0,66271.0,395.0,18.0,2.0,Male,Electronics,0.0
23.0,93688.0,204.0,12.0,10.0,Male,Books,1.0
52.0,58518.0,480.0,12.0,9.0,Male,Clothing,1.0
77.0,,128.0,13.0,2.0,Male,Books,0.0
58.0,21062.0,,13.0,,Male,Books,1.0
54.0,70448.0,29.0,19.0,8.0,Female,Electronics,0.0
41.0,26229.0,,19.0,9.0,Male,Books,1.0
46.0,,,14.0,7.0,Female,Clothing,0.0
66.0,67915.0,431.0,4.0,3.0,Female,,0.0
63.0,24632.0,265.0,13.0,9.0,Male,Electronics,1.0
70.0,23596.0,231.0,8.0,3.0,Male,Books,0.0
48.0,26168.0,402.0,19.0,5.0,Male,Electronics,0.0
52.0,27561.0,235.0,12.0,9.0,Female,Electronics,0.0
77.0,93794.0,62.0,18.0,3.0,Male,Electronics,0.0
50.0,46734.0,437.0,6.0,7.0,Female,Electronics,0.0
69.0,26371.0,364.0,18.0,1.0,Male,Electronics,1.0
78.0,46069.0,351.0,19.0,4.0,Male,Electronics,0.0
38.0,99905.0,373.0,5.0,4.0,Female,Clothing,0.0
49.0,32910.0,289.0,9.0,7.0,,Books,0.0
40.0,,90.0,,8.0,Male,Clothing,1.0
50.0,97735.0,211.0,10.0,1.0,Female,Electronics,1.0
20.0,43275.0,167.0,19.0,5.0,Female,Electronics,0.0
35.0,92274.0,129.0,3.0,7.0,Female,Books,1.0
42.0,80004.0,68.0,15.0,4.0,Female,Clothing,0.0
59.0,82981.0,224.0,1.0,4.0,,Books,1.0
,74553.0,137.0,7.0,4.0,Male,Clothing,
,68447.0,233.0,12.0,6.0,Male,Electronics,0.0
75.0,54529.0,218.0,17.0,7.0,Female,Books,1.0
20.0,95703.0,379.0,5.0,2.0,Male,Books,1.0
57.0,,124.0,4.0,5.0,Male,Electronics,1.0
,37260.0,218.0,12.0,4.0,Female,Books,0.0
41.0,23812.0,23.0,18.0,3.0,Male,Clothing,0.0
67.0,48024.0,18.0,17.0,7.0,Female,Clothing,0.0
49.0,,49.0,19.0,6.0,Female,Clothing,
64.0,47285.0,459.0,9.0,7.0,Male,Clothing,0.0
